x,y,z,p,i,j,s,val-esp
0.6,0.4,6.0,1000.0,15.0,1.1422,13.962.634.015.954.600,15.957
0.6,0.4,6.0,1000.0,15.0,68.745,153.588.974.175.501,12.165
0.6,0.4,6.0,1000.0,15.0,91.276,698.131.700.797.731,15.687
0.6,0.4,6.0,1000.0,15.0,95.102,2.094.395.102.393.190,25.779
0.6,0.4,6.0,1000.0,15.0,97.589,3.490.658.503.988.650,35.627
0.6,0.4,6.0,1000.0,15.0,99.035,4.886.921.905.584.120,45.935
0.6,0.4,6.0,1000.0,15.0,1.1941,6.283.185.307.179.580,56.617
0.6,0.6,10.0,1000.0,10.0,19.682,767.944.870.877.505,"5,49E-01"
0.6,0.6,10.0,1000.0,10.0,96.991,9.075.712.110.370.510,36.593
0.6,0.6,10.0,1000.0,10.0,97.779,10.471.975.511.965.900,40.711
0.6,0.6,10.0,1000.0,10.0,98.465,11.868.238.913.561.400,4.479
0.6,0.6,10.0,1000.0,10.0,99.078,13.264.502.315.156.900,49.093
0.6,0.6,10.0,1000.0,10.0,99.648,14.660.765.716.752.300,53.636
0.6,0.6,10.0,1000.0,10.0,1.1969,0.0,26.608
0.6,0.6,10.0,1000.0,10.0,1.0119,1.396.263.401.595.460,53.846
0.6,0.6,10.0,1000.0,10.0,1.0171,2.792.526.803.190.920,67.873
0.6,0.6,10.0,1000.0,10.0,1.0222,418.879.020.478.639,77.795
0.6,0.6,10.0,1000.0,10.0,38.927,5.585.053.606.381.850,20.979
0.6,0.6,10.0,1000.0,10.0,1.0273,6.981.317.007.977.310,86.531
0.6,0.6,10.0,1000.0,10.0,5.702,8.377.580.409.572.780,49.256
0.6,0.6,10.0,1000.0,10.0,7.234,9.773.843.811.168.240,87.707
0.6,0.6,10.0,1000.0,10.0,83.216,1.117.010.721.276.370,1.301
0.6,0.6,10.0,1000.0,10.0,89.946,12.566.370.614.359.100,17.348
0.6,0.6,10.0,1000.0,10.0,93.235,13.962.634.015.954.600,21.696
0.6,0.6,10.0,1000.0,10.0,95.064,153.588.974.175.501,26.159
0.6,0.6,20.0,1000.0,10.0,20.119,698.131.700.797.731,"6,13E-01"
0.6,0.6,20.0,1000.0,10.0,95.008,2.094.395.102.393.190,33.197
0.6,0.6,20.0,1000.0,10.0,95.506,3.490.658.503.988.650,41.572
0.6,0.6,20.0,1000.0,10.0,95.932,4.886.921.905.584.120,48.469
0.6,0.6,20.0,1000.0,10.0,96.325,6.283.185.307.179.580,54.079
0.6,0.6,20.0,1000.0,10.0,9.669,767.944.870.877.505,58.532
0.6,0.6,20.0,1000.0,10.0,97.008,9.075.712.110.370.510,62.016
0.6,0.6,20.0,1000.0,10.0,97.304,10.471.975.511.965.900,65.442
0.6,0.6,20.0,1000.0,10.0,97.578,11.868.238.913.561.400,69.422
0.6,0.6,20.0,1000.0,10.0,97.823,13.264.502.315.156.900,74.294
0.6,0.6,20.0,1000.0,10.0,98.057,14.660.765.716.752.300,7.968
0.6,0.6,20.0,1000.0,10.0,9.828,0.0,31.125
0.6,0.6,20.0,1000.0,10.0,57.985,1.396.263.401.595.460,51.634
0.6,0.6,20.0,1000.0,10.0,72.955,2.792.526.803.190.920,89.242
0.6,0.6,20.0,1000.0,10.0,83.288,418.879.020.478.639,13.539
0.6,0.6,20.0,1000.0,10.0,89.355,5.585.053.606.381.850,18.564
0.6,0.6,20.0,1000.0,10.0,92.371,6.981.317.007.977.310,23.402
0.6,0.6,20.0,1000.0,10.0,93.804,8.377.580.409.572.780,27.883
0.6,0.6,20.0,1000.0,10.0,94.448,9.773.843.811.168.240,32.224
0.6,0.6,3.0,1000.0,10.0,23.934,1.117.010.721.276.370,"8,78E-01"
0.6,0.6,3.0,1000.0,10.0,1.1815,12.566.370.614.359.100,50.525
0.6,0.6,3.0,1000.0,10.0,1.2215,13.962.634.015.954.600,57.564
0.6,0.6,3.0,1000.0,10.0,1.255,153.588.974.175.501,64.829
0.6,0.6,3.0,1000.0,10.0,1.3196,698.131.700.797.731,6.051
0.6,0.6,3.0,1000.0,10.0,1.352,2.094.395.102.393.190,77.035
0.6,0.6,3.0,1000.0,10.0,1.383,3.490.658.503.988.650,88.334
0.6,0.6,3.0,1000.0,10.0,1.4113,4.886.921.905.584.120,99.426
0.6,0.6,3.0,1000.0,10.0,1.4372,6.283.185.307.179.580,11.043
0.6,0.6,3.0,1000.0,10.0,1.4622,767.944.870.877.505,12.114
0.6,0.6,3.0,1000.0,10.0,47.301,9.075.712.110.370.510,33.268
0.6,0.6,3.0,1000.0,10.0,1.4878,10.471.975.511.965.900,13.137
0.6,0.6,3.0,1000.0,10.0,68.786,11.868.238.913.561.400,75.872
0.6,0.6,3.0,1000.0,10.0,85.266,13.264.502.315.156.900,12.935
0.6,0.6,3.0,1000.0,10.0,94.405,14.660.765.716.752.300,18.623
0.6,0.6,3.0,1000.0,10.0,1.0411,0.0,19.045
0.6,0.6,3.0,1000.0,10.0,1.0889,1.396.263.401.595.460,32.153
0.6,0.6,3.0,1000.0,10.0,1.1366,2.792.526.803.190.920,39.797
0.6,0.6,4.0,1000.0,10.0,26.648,418.879.020.478.639,"9,86E-01"
0.6,0.6,4.0,1000.0,10.0,1.127,5.585.053.606.381.850,54.862
0.6,0.6,4.0,1000.0,10.0,1.1553,6.981.317.007.977.310,63.375
0.6,0.6,4.0,1000.0,10.0,1.1791,8.377.580.409.572.780,71.655
0.6,0.6,4.0,1000.0,10.0,1.201,9.773.843.811.168.240,79.577
0.6,0.6,4.0,1000.0,10.0,1.2237,1.117.010.721.276.370,86.727
0.6,0.6,4.0,1000.0,10.0,1.2463,12.566.370.614.359.100,9.423
0.6,0.6,4.0,1000.0,10.0,1.2677,13.962.634.015.954.600,10.178
0.6,0.6,4.0,1000.0,10.0,1.2871,153.588.974.175.501,10.973
0.6,0.6,4.0,1000.0,10.0,1.322,698.131.700.797.731,88.832
0.6,0.6,4.0,1000.0,10.0,52.334,2.094.395.102.393.190,40.213
0.6,0.6,4.0,1000.0,10.0,1.3389,3.490.658.503.988.650,12.528
0.6,0.6,4.0,1000.0,10.0,74.483,4.886.921.905.584.120,87.945
0.6,0.6,4.0,1000.0,10.0,89.094,6.283.185.307.179.580,15.067
0.6,0.6,4.0,1000.0,10.0,96.201,767.944.870.877.505,21.691
0.6,0.6,4.0,1000.0,10.0,99.549,9.075.712.110.370.510,28.231
0.6,0.6,4.0,1000.0,10.0,1.0255,10.471.975.511.965.900,34.704
0.6,0.6,4.0,1000.0,10.0,1.0598,11.868.238.913.561.400,41.301
0.6,0.6,4.0,1000.0,10.0,1.0947,13.264.502.315.156.900,48.087
0.6,0.6,6.0,1000.0,10.0,27.153,14.660.765.716.752.300,11.477
0.6,0.6,6.0,1000.0,10.0,1.0627,0.0,28.677
0.6,0.6,6.0,1000.0,10.0,1.0792,1.396.263.401.595.460,55.175
0.6,0.6,6.0,1000.0,10.0,1.0937,2.792.526.803.190.920,69.171
0.6,0.6,6.0,1000.0,10.0,1.1068,418.879.020.478.639,80.415
0.6,0.6,6.0,1000.0,10.0,1.119,5.585.053.606.381.850,90.482
0.6,0.6,6.0,1000.0,10.0,1.1304,6.981.317.007.977.310,99.553
0.6,0.6,6.0,1000.0,10.0,1.1419,8.377.580.409.572.780,10.755
0.6,0.6,6.0,1000.0,10.0,1.1534,9.773.843.811.168.240,11.455
0.6,0.6,6.0,1000.0,10.0,1.164,1.117.010.721.276.370,12.042
0.6,0.6,6.0,1000.0,10.0,53.085,12.566.370.614.359.100,44.357
0.6,0.6,6.0,1000.0,10.0,1.1741,13.962.634.015.954.600,12.591
0.6,0.6,6.0,1000.0,10.0,74.915,153.588.974.175.501,9.565
0.6,0.6,6.0,1000.0,10.0,94.195,698.131.700.797.731,16.817
0.6,0.6,6.0,1000.0,10.0,97.476,2.094.395.102.393.190,26.003
0.6,0.6,6.0,1000.0,10.0,99.191,3.490.658.503.988.650,33.655
0.6,0.6,6.0,1000.0,10.0,1.1983,4.886.921.905.584.120,41.231
0.6,0.6,6.0,1000.0,10.0,1.0253,6.283.185.307.179.580,48.705
0.6,0.8,10.0,1000.0,7.5,19.708,767.944.870.877.505,"4,37E-01"
0.6,0.8,10.0,1000.0,7.5,97.439,9.075.712.110.370.510,29.383
0.6,0.8,10.0,1000.0,7.5,98.219,10.471.975.511.965.900,32.355
0.6,0.8,10.0,1000.0,7.5,98.918,11.868.238.913.561.400,35.227
0.6,0.8,10.0,1000.0,7.5,99.531,13.264.502.315.156.900,38.269
0.6,0.8,10.0,1000.0,7.5,1.2011,14.660.765.716.752.300,41.515
0.6,0.8,10.0,1000.0,7.5,1.012,0.0,27.165
0.6,0.8,10.0,1000.0,7.5,1.0175,1.396.263.401.595.460,48.993
0.6,0.8,10.0,1000.0,7.5,1.023,2.792.526.803.190.920,59.686
0.6,0.8,10.0,1000.0,7.5,1.0284,418.879.020.478.639,66.738
0.6,0.8,10.0,1000.0,7.5,39.062,5.585.053.606.381.850,1.747
0.6,0.8,10.0,1000.0,7.5,1.0338,6.981.317.007.977.310,71.183
0.6,0.8,10.0,1000.0,7.5,57.392,8.377.580.409.572.780,38.524
0.6,0.8,10.0,1000.0,7.5,73.277,9.773.843.811.168.240,67.603
0.6,0.8,10.0,1000.0,7.5,84.606,1.117.010.721.276.370,10.097
0.6,0.8,10.0,1000.0,7.5,912,12.566.370.614.359.100,13.448
0.6,0.8,10.0,1000.0,7.5,93.898,13.962.634.015.954.600,16.823
0.6,0.8,10.0,1000.0,7.5,95.506,153.588.974.175.501,2.031
0.6,0.8,20.0,1000.0,7.5,20.687,698.131.700.797.731,"5,98E-02"
0.6,0.8,20.0,1000.0,7.5,95.528,2.094.395.102.393.190,30.384
0.6,0.8,20.0,1000.0,7.5,96.011,3.490.658.503.988.650,37.133
0.6,0.8,20.0,1000.0,7.5,96.449,4.886.921.905.584.120,42.453
0.6,0.8,20.0,1000.0,7.5,96.841,6.283.185.307.179.580,46.589
0.6,0.8,20.0,1000.0,7.5,97.187,767.944.870.877.505,49.628
0.6,0.8,20.0,1000.0,7.5,97.504,9.075.712.110.370.510,52.103
0.6,0.8,20.0,1000.0,7.5,97.795,10.471.975.511.965.900,54.433
0.6,0.8,20.0,1000.0,7.5,98.056,11.868.238.913.561.400,56.935
0.6,0.8,20.0,1000.0,7.5,98.302,13.264.502.315.156.900,60.214
0.6,0.8,20.0,1000.0,7.5,98.533,14.660.765.716.752.300,63.944
0.6,0.8,20.0,1000.0,7.5,98.753,0.0,32.282
0.6,0.8,20.0,1000.0,7.5,59.816,1.396.263.401.595.460,49.789
0.6,0.8,20.0,1000.0,7.5,75.532,2.792.526.803.190.920,83.189
0.6,0.8,20.0,1000.0,7.5,85.798,418.879.020.478.639,12.205
0.6,0.8,20.0,1000.0,7.5,91.205,5.585.053.606.381.850,16.244
0.6,0.8,20.0,1000.0,7.5,9.326,6.981.317.007.977.310,20.058
0.6,0.8,20.0,1000.0,7.5,94.314,8.377.580.409.572.780,23.547
0.6,0.8,20.0,1000.0,7.5,94.987,9.773.843.811.168.240,26.814
0.6,0.8,3.0,1000.0,7.5,25.991,1.117.010.721.276.370,"7,55E-01"
0.6,0.8,3.0,1000.0,7.5,1.2284,12.566.370.614.359.100,42.895
0.6,0.8,3.0,1000.0,7.5,1.2647,13.962.634.015.954.600,48.412
0.6,0.8,3.0,1000.0,7.5,1.3008,153.588.974.175.501,54.221
0.6,0.8,3.0,1000.0,7.5,1.3734,698.131.700.797.731,64.586
0.6,0.8,3.0,1000.0,7.5,1.4059,2.094.395.102.393.190,79.241
0.6,0.8,3.0,1000.0,7.5,1.4354,3.490.658.503.988.650,87.519
0.6,0.8,3.0,1000.0,7.5,1.4634,4.886.921.905.584.120,94.773
0.6,0.8,3.0,1000.0,7.5,1.4922,6.283.185.307.179.580,1.016
0.6,0.8,3.0,1000.0,7.5,1.5203,767.944.870.877.505,10.809
0.6,0.8,3.0,1000.0,7.5,51.354,9.075.712.110.370.510,29.822
0.6,0.8,3.0,1000.0,7.5,1.5472,10.471.975.511.965.900,11.251
0.6,0.8,3.0,1000.0,7.5,7.436,11.868.238.913.561.400,65.981
0.6,0.8,3.0,1000.0,7.5,89.979,13.264.502.315.156.900,11.125
0.6,0.8,3.0,1000.0,7.5,98.392,14.660.765.716.752.300,15.792
0.6,0.8,3.0,1000.0,7.5,1.0799,0.0,21.004
0.6,0.8,3.0,1000.0,7.5,1.1339,1.396.263.401.595.460,33.472
0.6,0.8,3.0,1000.0,7.5,1.1845,2.792.526.803.190.920,40.181
0.6,0.8,4.0,1000.0,7.5,28.552,418.879.020.478.639,"9,82E-01"
0.6,0.8,4.0,1000.0,7.5,1.1585,5.585.053.606.381.850,50.313
0.6,0.8,4.0,1000.0,7.5,1.1846,6.981.317.007.977.310,564
0.6,0.8,4.0,1000.0,7.5,1.2092,8.377.580.409.572.780,62.168
0.6,0.8,4.0,1000.0,7.5,1.2348,9.773.843.811.168.240,67.711
0.6,0.8,4.0,1000.0,7.5,1.2595,1.117.010.721.276.370,73.084
0.6,0.8,4.0,1000.0,7.5,1.2819,12.566.370.614.359.100,78.515
0.6,0.8,4.0,1000.0,7.5,1.3024,13.962.634.015.954.600,84.193
0.6,0.8,4.0,1000.0,7.5,1.3215,153.588.974.175.501,90.411
0.6,0.8,4.0,1000.0,7.5,1.3593,698.131.700.797.731,9.281
0.6,0.8,4.0,1000.0,7.5,56.015,2.094.395.102.393.190,42.008
0.6,0.8,4.0,1000.0,7.5,1.3772,3.490.658.503.988.650,12.087
0.6,0.8,4.0,1000.0,7.5,79.042,4.886.921.905.584.120,85.329
0.6,0.8,4.0,1000.0,7.5,91.723,6.283.185.307.179.580,13.926
0.6,0.8,4.0,1000.0,7.5,98.148,767.944.870.877.505,19.247
0.6,0.8,4.0,1000.0,7.5,1.0138,9.075.712.110.370.510,24.327
0.6,0.8,4.0,1000.0,7.5,1.0515,10.471.975.511.965.900,29.484
0.6,0.8,4.0,1000.0,7.5,1.0909,11.868.238.913.561.400,34.734
0.6,0.8,4.0,1000.0,7.5,1.1274,13.264.502.315.156.900,40.122
0.6,0.8,6.0,1000.0,7.5,28.963,14.660.765.716.752.300,"9,53E-02"
0.6,0.8,6.0,1000.0,7.5,1.0841,0.0,31.442
0.6,0.8,6.0,1000.0,7.5,1.0997,1.396.263.401.595.460,54.816
0.6,0.8,6.0,1000.0,7.5,1.114,2.792.526.803.190.920,66.369
0.6,0.8,6.0,1000.0,7.5,1.1272,418.879.020.478.639,74.882
0.6,0.8,6.0,1000.0,7.5,1.1401,5.585.053.606.381.850,81.986
0.6,0.8,6.0,1000.0,7.5,1.153,6.981.317.007.977.310,88.047
0.6,0.8,6.0,1000.0,7.5,1.1649,8.377.580.409.572.780,93.172
0.6,0.8,6.0,1000.0,7.5,1.1762,9.773.843.811.168.240,97.545
0.6,0.8,6.0,1000.0,7.5,1.1869,1.117.010.721.276.370,10.162
0.6,0.8,6.0,1000.0,7.5,56.602,12.566.370.614.359.100,37.055
0.6,0.8,6.0,1000.0,7.5,1.1971,13.962.634.015.954.600,10.425
0.6,0.8,6.0,1000.0,7.5,79.172,153.588.974.175.501,79.888
0.6,0.8,6.0,1000.0,7.5,95.891,698.131.700.797.731,17.196
0.6,0.8,6.0,1000.0,7.5,9.866,2.094.395.102.393.190,25.465
0.6,0.8,6.0,1000.0,7.5,1.005,3.490.658.503.988.650,31.911
0.6,0.8,6.0,1000.0,7.5,1.0238,4.886.921.905.584.120,37.918
0.6,0.8,6.0,1000.0,7.5,1.0452,6.283.185.307.179.580,43.623
0.6,1.0,10.0,1000.0,6.0,19.904,767.944.870.877.505,"3,71E-01"
0.6,1.0,10.0,1000.0,6.0,97.832,9.075.712.110.370.510,24.808
0.6,1.0,10.0,1000.0,6.0,98.581,10.471.975.511.965.900,26.992
0.6,1.0,10.0,1000.0,6.0,9.927,11.868.238.913.561.400,29.072
0.6,1.0,10.0,1000.0,6.0,99.903,13.264.502.315.156.900,31.229
0.6,1.0,10.0,1000.0,6.0,1.1949,14.660.765.716.752.300,33.602
0.6,1.0,10.0,1000.0,6.0,1.0164,0.0,25.997
0.6,1.0,10.0,1000.0,6.0,1.0222,1.396.263.401.595.460,4.519
0.6,1.0,10.0,1000.0,6.0,1.028,2.792.526.803.190.920,53.932
0.6,1.0,10.0,1000.0,6.0,1.0336,418.879.020.478.639,59.231
0.6,1.0,10.0,1000.0,6.0,39.459,5.585.053.606.381.850,15.447
0.6,1.0,10.0,1000.0,6.0,1.039,6.981.317.007.977.310,61.201
0.6,1.0,10.0,1000.0,6.0,58.017,8.377.580.409.572.780,32.116
0.6,1.0,10.0,1000.0,6.0,74.182,9.773.843.811.168.240,55.493
0.6,1.0,10.0,1000.0,6.0,85.885,1.117.010.721.276.370,82.442
0.6,1.0,10.0,1000.0,6.0,91.957,12.566.370.614.359.100,10.978
0.6,1.0,10.0,1000.0,6.0,9.459,13.962.634.015.954.600,13.694
0.6,1.0,10.0,1000.0,6.0,95.865,153.588.974.175.501,16.561
0.6,1.0,20.0,100.0,6.0,99.463,767.944.870.877.505,"9,25E-01"
0.6,1.0,20.0,100.0,6.0,85.056,9.075.712.110.370.510,85.939
0.6,1.0,20.0,100.0,6.0,88.759,10.471.975.511.965.900,98.511
0.6,1.0,20.0,100.0,6.0,91.152,11.868.238.913.561.400,11.038
0.6,1.0,20.0,100.0,6.0,92.512,13.264.502.315.156.900,12.253
0.6,1.0,20.0,100.0,6.0,93.569,14.660.765.716.752.300,13.556
0.6,1.0,20.0,100.0,6.0,94.494,0.0,11.048
0.6,1.0,20.0,100.0,6.0,94.834,1.396.263.401.595.460,1.998
0.6,1.0,20.0,100.0,6.0,9.517,2.792.526.803.190.920,24.106
0.6,1.0,20.0,100.0,6.0,95.446,418.879.020.478.639,26.313
0.6,1.0,20.0,100.0,6.0,19.863,5.585.053.606.381.850,38.607
0.6,1.0,20.0,100.0,6.0,95.723,6.981.317.007.977.310,26.619
0.6,1.0,20.0,100.0,6.0,29.685,8.377.580.409.572.780,80.256
0.6,1.0,20.0,100.0,6.0,39.346,9.773.843.811.168.240,13.836
0.6,1.0,20.0,100.0,6.0,48.736,1.117.010.721.276.370,21.143
0.6,1.0,20.0,100.0,6.0,57.741,12.566.370.614.359.100,2.982
0.6,1.0,20.0,100.0,6.0,66.151,13.962.634.015.954.600,39.942
0.6,1.0,20.0,100.0,6.0,7.367,153.588.974.175.501,51.493
0.6,1.0,20.0,1000.0,6.0,20.768,698.131.700.797.731,"5,50E-01"
0.6,1.0,20.0,1000.0,6.0,95.812,2.094.395.102.393.190,27.526
0.6,1.0,20.0,1000.0,6.0,96.304,3.490.658.503.988.650,33.042
0.6,1.0,20.0,1000.0,6.0,96.741,4.886.921.905.584.120,37.146
0.6,1.0,20.0,1000.0,6.0,97.125,6.283.185.307.179.580,40.212
0.6,1.0,20.0,1000.0,6.0,97.474,767.944.870.877.505,42.426
0.6,1.0,20.0,1000.0,6.0,97.792,9.075.712.110.370.510,44.135
0.6,1.0,20.0,1000.0,6.0,98.076,10.471.975.511.965.900,45.612
0.6,1.0,20.0,1000.0,6.0,98.337,11.868.238.913.561.400,47.145
0.6,1.0,20.0,1000.0,6.0,98.583,13.264.502.315.156.900,49.118
0.6,1.0,20.0,1000.0,6.0,98.815,14.660.765.716.752.300,51.574
0.6,1.0,20.0,1000.0,6.0,99.036,0.0,30.363
0.6,1.0,20.0,1000.0,6.0,60.113,1.396.263.401.595.460,45.725
0.6,1.0,20.0,1000.0,6.0,76.113,2.792.526.803.190.920,74.835
0.6,1.0,20.0,1000.0,6.0,86.908,418.879.020.478.639,10.715
0.6,1.0,20.0,1000.0,6.0,91.731,5.585.053.606.381.850,14.039
0.6,1.0,20.0,1000.0,6.0,93.773,6.981.317.007.977.310,17.099
0.6,1.0,20.0,1000.0,6.0,94.611,8.377.580.409.572.780,1.992
0.6,1.0,20.0,1000.0,6.0,95.255,9.773.843.811.168.240,22.547
0.6,1.0,3.0,1000.0,6.0,0.28,1.117.010.721.276.370,"6,82E-01"
0.6,1.0,3.0,1000.0,6.0,1.2631,12.566.370.614.359.100,37.423
0.6,1.0,3.0,1000.0,6.0,1.3028,13.962.634.015.954.600,41.826
0.6,1.0,3.0,1000.0,6.0,1.3432,153.588.974.175.501,46.695
0.6,1.0,3.0,1000.0,6.0,1.4163,698.131.700.797.731,66.826
0.6,1.0,3.0,1000.0,6.0,1.4476,2.094.395.102.393.190,80.086
0.6,1.0,3.0,1000.0,6.0,1.4787,3.490.658.503.988.650,86.443
0.6,1.0,3.0,1000.0,6.0,1.5099,4.886.921.905.584.120,91.336
0.6,1.0,3.0,1000.0,6.0,1.5398,6.283.185.307.179.580,95.529
0.6,1.0,3.0,1000.0,6.0,1.5674,767.944.870.877.505,99.265
0.6,1.0,3.0,1000.0,6.0,55.222,9.075.712.110.370.510,2.793
0.6,1.0,3.0,1000.0,6.0,1.5936,10.471.975.511.965.900,99.327
0.6,1.0,3.0,1000.0,6.0,79.083,11.868.238.913.561.400,59.868
0.6,1.0,3.0,1000.0,6.0,94.323,13.264.502.315.156.900,98.749
0.6,1.0,3.0,1000.0,6.0,1.2009,14.660.765.716.752.300,13.704
0.6,1.0,3.0,1000.0,6.0,1.116,0.0,21.718
0.6,1.0,3.0,1000.0,6.0,1.1728,1.396.263.401.595.460,34.147
0.6,1.0,3.0,1000.0,6.0,1.2223,2.792.526.803.190.920,40.259
0.2,0.6,20.0,100.0,5.0,70.687,2.094.395.102.393.190,16.296
0.6,1.0,4.0,1000.0,6.0,30.536,418.879.020.478.639,"9,96E-01"
0.6,1.0,4.0,1000.0,6.0,1.1833,5.585.053.606.381.850,47.337
0.6,1.0,4.0,1000.0,6.0,1.2103,6.981.317.007.977.310,51.864
0.6,1.0,4.0,1000.0,6.0,1.2382,8.377.580.409.572.780,56.052
0.6,1.0,4.0,1000.0,6.0,1.2648,9.773.843.811.168.240,60.028
0.6,1.0,4.0,1000.0,6.0,1.2888,1.117.010.721.276.370,63.866
0.6,1.0,4.0,1000.0,6.0,1.3105,12.566.370.614.359.100,67.766
0.6,1.0,4.0,1000.0,6.0,1.3312,13.962.634.015.954.600,72.034
0.6,1.0,4.0,1000.0,6.0,1.352,153.588.974.175.501,77.073
0.6,1.0,4.0,1000.0,6.0,1.3908,698.131.700.797.731,94.863
0.6,1.0,4.0,1000.0,6.0,59.696,2.094.395.102.393.190,43.438
0.6,1.0,4.0,1000.0,6.0,1.4085,3.490.658.503.988.650,11.742
0.6,1.0,4.0,1000.0,6.0,83.205,4.886.921.905.584.120,84.083
0.6,1.0,4.0,1000.0,6.0,95.087,6.283.185.307.179.580,13.219
0.6,1.0,4.0,1000.0,6.0,99.491,767.944.870.877.505,1.769
0.6,1.0,4.0,1000.0,6.0,1.0336,9.075.712.110.370.510,21.896
0.6,1.0,4.0,1000.0,6.0,1.0771,10.471.975.511.965.900,26.144
0.6,1.0,4.0,1000.0,6.0,1.1184,11.868.238.913.561.400,3.039
0.6,1.0,4.0,1000.0,6.0,1.1538,13.264.502.315.156.900,3.474
0.6,1.0,6.0,1000.0,6.0,30.392,14.660.765.716.752.300,"8,03E-01"
0.6,1.0,6.0,1000.0,6.0,1.0982,0.0,31.584
0.6,1.0,6.0,1000.0,6.0,1.1138,1.396.263.401.595.460,53.256
0.6,1.0,6.0,1000.0,6.0,1.1282,2.792.526.803.190.920,63.087
0.6,1.0,6.0,1000.0,6.0,1.1422,418.879.020.478.639,69.777
